Line,Day,JourneyNumber,DepartureStation,ArrivalStation,ExpectedDepartureTime,ExpectedArrivalTime,RealDepartureTime,RealArrivalTime
11,9,30448,T-Centralen,Fridhemsplan,2023-04-27 07:51:00,2023-04-27 07:54:00,2023-04-27 07:51:00,2023-04-27 07:54:36
17,9,11139,Fridhemsplan,T-Centralen,2023-04-27 07:56:15,2023-04-27 08:05:00,2023-04-27 07:56:21,2023-04-27 08:05:00
19,9,10544,T-Centralen,Fridhemsplan,2023-04-27 07:49:00,2023-04-27 07:56:30,2023-04-27 07:49:00,2023-04-27 07:56:33
11,9,30017,Fridhemsplan,T-Centralen,2023-04-27 07:56:30,2023-04-27 08:01:00,2023-04-27 07:57:05,2023-04-27 08:01:00
10,9,30322,T-Centralen,Fridhemsplan,2023-04-27 07:54:30,2023-04-27 07:57:30,2023-04-27 07:54:30,2023-04-27 07:57:51
18,9,10327,T-Centralen,Fridhemsplan,2023-04-27 07:51:00,2023-04-27 07:58:30,2023-04-27 07:52:08,2023-04-27 07:59:59
18,9,10681,Fridhemsplan,T-Centralen,2023-04-27 07:58:45,2023-04-27 08:07:30,2023-04-27 07:59:25,2023-04-27 08:08:07
10,9,30189,Fridhemsplan,T-Centralen,2023-04-27 08:00:00,2023-04-27 08:04:30,2023-04-27 08:00:59,2023-04-27 08:05:03
17,9,11002,T-Centralen,Fridhemsplan,2023-04-27 07:53:00,2023-04-27 08:00:30,2023-04-27 07:55:00,2023-04-27 08:02:16
18,9,10116,Fridhemsplan,T-Centralen,2023-04-27 08:01:15,2023-04-27 08:10:00,2023-04-27 08:01:39,2023-04-27 08:10:07
11,9,30449,T-Centralen,Fridhemsplan,2023-04-27 07:58:00,2023-04-27 08:01:00,2023-04-27 07:58:00,2023-04-27 08:01:36
19,9,10545,T-Centralen,Fridhemsplan,2023-04-27 07:55:00,2023-04-27 08:02:30,2023-04-27 07:58:01,2023-04-27 08:05:45
19,9,10682,Fridhemsplan,T-Centralen,2023-04-27 08:03:45,2023-04-27 08:12:30,2023-04-27 08:03:45,2023-04-27 08:12:30
11,9,30018,Fridhemsplan,T-Centralen,2023-04-27 08:03:30,2023-04-27 08:08:00,2023-04-27 08:04:03,2023-04-27 08:08:00
18,9,10328,T-Centralen,Fridhemsplan,2023-04-27 07:57:00,2023-04-27 08:04:30,2023-04-27 08:00:35,2023-04-27 08:07:53
10,9,30323,T-Centralen,Fridhemsplan,2023-04-27 08:01:30,2023-04-27 08:04:30,2023-04-27 08:01:30,2023-04-27 08:04:51
17,9,11253,Fridhemsplan,T-Centralen,2023-04-27 08:06:15,2023-04-27 08:15:00,2023-04-27 08:06:20,2023-04-27 08:15:00
19,9,10546,T-Centralen,Fridhemsplan,2023-04-27 07:59:00,2023-04-27 08:06:30,2023-04-27 08:02:46,2023-04-27 08:09:57
10,9,30190,Fridhemsplan,T-Centralen,2023-04-27 08:07:00,2023-04-27 08:11:30,2023-04-27 08:08:42,2023-04-27 08:12:18
11,9,30450,T-Centralen,Fridhemsplan,2023-04-27 08:05:00,2023-04-27 08:08:00,2023-04-27 08:05:35,2023-04-27 08:09:04
18,9,10683,Fridhemsplan,T-Centralen,2023-04-27 08:08:45,2023-04-27 08:17:30,2023-04-27 08:08:45,2023-04-27 08:17:30
17,9,11003,T-Centralen,Fridhemsplan,2023-04-27 08:01:00,2023-04-27 08:08:30,2023-04-27 08:05:36,2023-04-27 08:13:23
18,9,10329,T-Centralen,Fridhemsplan,2023-04-27 08:03:00,2023-04-27 08:10:30,2023-04-27 08:07:25,2023-04-27 08:14:33
19,9,10117,Fridhemsplan,T-Centralen,2023-04-27 08:10:45,2023-04-27 08:19:30,2023-04-27 08:11:07,2023-04-27 08:19:33
11,9,30019,Fridhemsplan,T-Centralen,2023-04-27 08:10:30,2023-04-27 08:15:00,2023-04-27 08:11:03,2023-04-27 08:15:00
10,9,30324,T-Centralen,Fridhemsplan,2023-04-27 08:08:30,2023-04-27 08:11:30,2023-04-27 08:08:30,2023-04-27 08:11:51
19,9,10547,T-Centralen,Fridhemsplan,2023-04-27 08:05:00,2023-04-27 08:12:30,2023-04-27 08:10:52,2023-04-27 08:19:01
19,9,10684,Fridhemsplan,T-Centralen,2023-04-27 08:12:45,2023-04-27 08:21:30,2023-04-27 08:13:34,2023-04-27 08:32:37
19,9,10857,T-Centralen,Fridhemsplan,2023-04-27 08:07:00,2023-04-27 08:14:30,2023-04-27 08:07:00,2023-04-27 08:14:30
10,9,30191,Fridhemsplan,T-Centralen,2023-04-27 08:14:00,2023-04-27 08:18:30,2023-04-27 08:15:15,2023-04-27 08:19:00
17,9,11254,Fridhemsplan,T-Centralen,2023-04-27 08:15:15,2023-04-27 08:24:00,2023-04-27 08:15:20,2023-04-27 08:25:38
11,9,30451,T-Centralen,Fridhemsplan,2023-04-27 08:12:00,2023-04-27 08:15:00,2023-04-27 08:12:00,2023-04-27 08:15:36
17,9,11004,T-Centralen,Fridhemsplan,2023-04-27 08:09:00,2023-04-27 08:16:30,2023-04-27 08:14:27,2023-04-27 08:22:27
11,9,30020,Fridhemsplan,T-Centralen,2023-04-27 08:17:30,2023-04-27 08:22:00,2023-04-27 08:18:03,2023-04-27 08:22:00
18,9,11140,Fridhemsplan,T-Centralen,2023-04-27 08:18:15,2023-04-27 08:27:00,2023-04-27 08:18:51,2023-04-27 08:27:32
18,9,10330,T-Centralen,Fridhemsplan,2023-04-27 08:11:00,2023-04-27 08:18:30,2023-04-27 08:18:52,2023-04-27 08:26:59
10,9,30325,T-Centralen,Fridhemsplan,2023-04-27 08:15:30,2023-04-27 08:18:30,2023-04-27 08:15:30,2023-04-27 08:18:51
17,9,80018,T-Centralen,Fridhemsplan,2023-04-27 08:13:27,2023-04-27 08:20:27,2023-04-27 08:20:18,2023-04-27 08:27:32
19,9,10685,Fridhemsplan,T-Centralen,2023-04-27 08:20:45,2023-04-27 08:29:30,2023-04-27 08:21:17,2023-04-27 08:29:30
19,9,10548,T-Centralen,Fridhemsplan,2023-04-27 08:13:00,2023-04-27 08:20:30,2023-04-27 08:16:49,2023-04-27 08:25:40
10,9,30192,Fridhemsplan,T-Centralen,2023-04-27 08:21:00,2023-04-27 08:25:30,2023-04-27 08:22:13,2023-04-27 08:25:49
11,9,30452,T-Centralen,Fridhemsplan,2023-04-27 08:19:00,2023-04-27 08:22:00,2023-04-27 08:19:00,2023-04-27 08:23:07
19,9,11255,Fridhemsplan,T-Centralen,2023-04-27 08:22:45,2023-04-27 08:31:30,2023-04-27 08:22:48,2023-04-27 08:33:38
17,9,11005,T-Centralen,Fridhemsplan,2023-04-27 08:15:00,2023-04-27 08:22:30,2023-04-27 08:22:32,2023-04-27 08:31:05
18,9,10331,T-Centralen,Fridhemsplan,2023-04-27 08:17:00,2023-04-27 08:24:30,2023-04-27 08:24:36,2023-04-27 08:32:24
11,9,30021,Fridhemsplan,T-Centralen,2023-04-27 08:24:30,2023-04-27 08:29:00,2023-04-27 08:25:03,2023-04-27 08:29:00
17,9,10118,Fridhemsplan,T-Centralen,2023-04-27 08:25:15,2023-04-27 08:34:00,2023-04-27 08:30:23,2023-04-27 08:49:17
10,9,30326,T-Centralen,Fridhemsplan,2023-04-27 08:22:30,2023-04-27 08:25:30,2023-04-27 08:22:30,2023-04-27 08:25:51
19,9,10549,T-Centralen,Fridhemsplan,2023-04-27 08:19:00,2023-04-27 08:26:30,2023-04-27 08:28:20,2023-04-27 08:36:16
18,9,10686,Fridhemsplan,T-Centralen,2023-04-27 08:27:45,2023-04-27 08:36:30,2023-04-27 08:28:18,2023-04-27 08:45:15
10,9,30193,Fridhemsplan,T-Centralen,2023-04-27 08:28:00,2023-04-27 08:32:30,2023-04-27 08:29:06,2023-04-27 08:33:13
17,9,11006,T-Centralen,Fridhemsplan,2023-04-27 08:21:00,2023-04-27 08:28:30,2023-04-27 08:26:59,2023-04-27 08:28:30
11,9,30453,T-Centralen,Fridhemsplan,2023-04-27 08:26:00,2023-04-27 08:29:00,2023-04-27 08:26:00,2023-04-27 08:29:36
19,9,10119,Fridhemsplan,T-Centralen,2023-04-27 08:29:45,2023-04-27 08:38:30,2023-04-27 08:32:16,2023-04-27 08:49:40
18,9,10332,T-Centralen,Fridhemsplan,2023-04-27 08:23:00,2023-04-27 08:30:30,2023-04-27 08:31:44,2023-04-27 08:43:08
19,9,11256,Fridhemsplan,T-Centralen,2023-04-27 08:31:45,2023-04-27 08:40:30,2023-04-27 08:34:06,2023-04-27 08:59:21
11,9,30022,Fridhemsplan,T-Centralen,2023-04-27 08:31:30,2023-04-27 08:36:00,2023-04-27 08:31:30,2023-04-27 08:36:00
10,9,30327,T-Centralen,Fridhemsplan,2023-04-27 08:29:30,2023-04-27 08:32:30,2023-04-27 08:29:30,2023-04-27 08:33:21
17,9,11007,T-Centralen,Fridhemsplan,2023-04-27 08:25:00,2023-04-27 08:32:30,2023-04-27 08:34:47,2023-04-27 08:44:48
17,9,10687,Fridhemsplan,T-Centralen,2023-04-27 08:34:15,2023-04-27 08:43:00,2023-04-27 08:35:51,2023-04-27 08:57:21
19,9,10550,T-Centralen,Fridhemsplan,2023-04-27 08:27:00,2023-04-27 08:34:30,2023-04-27 08:36:47,2023-04-27 08:46:47
10,9,30194,Fridhemsplan,T-Centralen,2023-04-27 08:35:00,2023-04-27 08:39:30,2023-04-27 08:36:44,2023-04-27 08:40:58
18,9,10120,Fridhemsplan,T-Centralen,2023-04-27 08:36:15,2023-04-27 08:45:00,2023-04-27 08:36:15,2023-04-27 08:45:00
11,9,30454,T-Centralen,Fridhemsplan,2023-04-27 08:33:00,2023-04-27 08:36:00,2023-04-27 08:33:00,2023-04-27 08:36:36
18,9,10333,T-Centralen,Fridhemsplan,2023-04-27 08:29:00,2023-04-27 08:36:30,2023-04-27 08:39:31,2023-04-27 08:47:53
11,9,30023,Fridhemsplan,T-Centralen,2023-04-27 08:38:30,2023-04-27 08:43:00,2023-04-27 08:39:03,2023-04-27 08:43:00
10,9,30328,T-Centralen,Fridhemsplan,2023-04-27 08:36:30,2023-04-27 08:39:30,2023-04-27 08:36:30,2023-04-27 08:39:51
10,9,30195,Fridhemsplan,T-Centralen,2023-04-27 08:42:00,2023-04-27 08:46:30,2023-04-27 08:43:06,2023-04-27 08:46:30
18,9,10334,T-Centralen,Fridhemsplan,2023-04-27 08:35:00,2023-04-27 08:42:30,2023-04-27 08:49:43,2023-04-27 08:58:11
11,9,30455,T-Centralen,Fridhemsplan,2023-04-27 08:40:00,2023-04-27 08:43:00,2023-04-27 08:40:00,2023-04-27 08:43:36
11,9,30024,Fridhemsplan,T-Centralen,2023-04-27 08:45:30,2023-04-27 08:50:00,2023-04-27 08:45:33,2023-04-27 08:50:00
10,9,30329,T-Centralen,Fridhemsplan,2023-04-27 08:43:30,2023-04-27 08:46:30,2023-04-27 08:43:30,2023-04-27 08:46:51
17,9,80021,Fridhemsplan,T-Centralen,2023-04-27 08:32:18,2023-04-27 08:41:03,2023-04-27 08:32:18,2023-04-27 08:41:03
19,9,10121,Fridhemsplan,T-Centralen,2023-04-27 08:48:15,2023-04-27 08:57:00,2023-04-27 08:48:15,2023-04-27 08:57:00
10,9,30196,Fridhemsplan,T-Centralen,2023-04-27 08:49:00,2023-04-27 08:53:30,2023-04-27 08:49:15,2023-04-27 08:53:30
11,9,30456,T-Centralen,Fridhemsplan,2023-04-27 08:47:00,2023-04-27 08:50:00,2023-04-27 08:47:00,2023-04-27 08:50:36
19,9,80022,T-Centralen,Fridhemsplan,2023-04-27 08:39:55,2023-04-27 08:47:25,2023-04-27 08:39:55,2023-04-27 08:48:11
11,9,30025,Fridhemsplan,T-Centralen,2023-04-27 08:52:30,2023-04-27 08:57:00,2023-04-27 08:52:37,2023-04-27 08:57:00
10,9,30330,T-Centralen,Fridhemsplan,2023-04-27 08:50:30,2023-04-27 08:53:30,2023-04-27 08:50:30,2023-04-27 08:53:51
19,9,10485,T-Centralen,Fridhemsplan,2023-04-27 08:49:00,2023-04-27 08:56:30,2023-04-27 08:49:00,2023-04-27 08:56:30
11,9,30457,T-Centralen,Fridhemsplan,2023-04-27 08:54:30,2023-04-27 08:57:30,2023-04-27 08:54:30,2023-04-27 08:57:40
11,9,30075,Fridhemsplan,T-Centralen,2023-04-27 15:59:00,2023-04-27 16:03:30,2023-04-27 15:59:52,2023-04-27 16:03:37
18,9,10741,Fridhemsplan,T-Centralen,2023-04-27 16:01:30,2023-04-27 16:10:30,2023-04-27 16:01:30,2023-04-27 16:10:30
10,9,30245,Fridhemsplan,T-Centralen,2023-04-27 16:02:30,2023-04-27 16:07:00,2023-04-27 16:04:13,2023-04-27 16:08:01
19,9,11160,Fridhemsplan,T-Centralen,2023-04-27 16:04:00,2023-04-27 16:13:00,2023-04-27 16:04:00,2023-04-27 16:13:00
11,9,30503,T-Centralen,Fridhemsplan,2023-04-27 16:00:30,2023-04-27 16:03:30,2023-04-27 16:00:30,2023-04-27 16:03:40
11,9,30076,Fridhemsplan,T-Centralen,2023-04-27 16:06:00,2023-04-27 16:10:30,2023-04-27 16:06:05,2023-04-27 16:10:30
18,9,10164,Fridhemsplan,T-Centralen,2023-04-27 16:06:30,2023-04-27 16:15:30,2023-04-27 16:06:51,2023-04-27 16:15:30
10,9,30379,T-Centralen,Fridhemsplan,2023-04-27 16:04:00,2023-04-27 16:07:00,2023-04-27 16:04:00,2023-04-27 16:08:03
17,9,11054,T-Centralen,Fridhemsplan,2023-04-27 16:00:00,2023-04-27 16:07:30,2023-04-27 16:00:47,2023-04-27 16:08:25
17,9,11301,Fridhemsplan,T-Centralen,2023-04-27 16:09:00,2023-04-27 16:18:00,2023-04-27 16:09:05,2023-04-27 16:18:00
18,9,10380,T-Centralen,Fridhemsplan,2023-04-27 16:02:00,2023-04-27 16:09:30,2023-04-27 16:02:33,2023-04-27 16:10:06
10,9,30246,Fridhemsplan,T-Centralen,2023-04-27 16:09:30,2023-04-27 16:14:00,2023-04-27 16:09:35,2023-04-27 16:14:00
11,9,30504,T-Centralen,Fridhemsplan,2023-04-27 16:07:30,2023-04-27 16:10:30,2023-04-27 16:07:30,2023-04-27 16:11:35
19,9,10598,T-Centralen,Fridhemsplan,2023-04-27 16:04:00,2023-04-27 16:11:30,2023-04-27 16:04:00,2023-04-27 16:12:03
19,9,10742,Fridhemsplan,T-Centralen,2023-04-27 16:11:30,2023-04-27 16:20:30,2023-04-27 16:11:30,2023-04-27 16:20:30
11,9,30077,Fridhemsplan,T-Centralen,2023-04-27 16:13:00,2023-04-27 16:17:30,2023-04-27 16:13:04,2023-04-27 16:17:30
19,9,10862,T-Centralen,Fridhemsplan,2023-04-27 16:06:00,2023-04-27 16:13:30,2023-04-27 16:06:00,2023-04-27 16:13:37
18,9,10165,Fridhemsplan,T-Centralen,2023-04-27 16:14:00,2023-04-27 16:23:00,2023-04-27 16:14:00,2023-04-27 16:23:00
10,9,30380,T-Centralen,Fridhemsplan,2023-04-27 16:11:00,2023-04-27 16:14:00,2023-04-27 16:11:00,2023-04-27 16:14:21
18,9,10381,T-Centralen,Fridhemsplan,2023-04-27 16:08:00,2023-04-27 16:15:30,2023-04-27 16:08:00,2023-04-27 16:15:35
19,9,11161,Fridhemsplan,T-Centralen,2023-04-27 16:16:30,2023-04-27 16:25:30,2023-04-27 16:17:17,2023-04-27 16:26:39
10,9,30247,Fridhemsplan,T-Centralen,2023-04-27 16:16:30,2023-04-27 16:21:00,2023-04-27 16:16:56,2023-04-27 16:21:00
17,9,11055,T-Centralen,Fridhemsplan,2023-04-27 16:10:00,2023-04-27 16:17:30,2023-04-27 16:10:00,2023-04-27 16:17:32
11,9,30505,T-Centralen,Fridhemsplan,2023-04-27 16:14:30,2023-04-27 16:17:30,2023-04-27 16:14:30,2023-04-27 16:18:06
17,9,11302,Fridhemsplan,T-Centralen,2023-04-27 16:19:00,2023-04-27 16:28:00,2023-04-27 16:19:05,2023-04-27 16:28:00
19,9,10599,T-Centralen,Fridhemsplan,2023-04-27 16:12:00,2023-04-27 16:19:30,2023-04-27 16:12:00,2023-04-27 16:19:30
11,9,30078,Fridhemsplan,T-Centralen,2023-04-27 16:20:00,2023-04-27 16:24:30,2023-04-27 16:20:33,2023-04-27 16:24:30
10,9,30381,T-Centralen,Fridhemsplan,2023-04-27 16:18:00,2023-04-27 16:21:00,2023-04-27 16:18:00,2023-04-27 16:21:21
18,9,10382,T-Centralen,Fridhemsplan,2023-04-27 16:14:00,2023-04-27 16:21:30,2023-04-27 16:14:00,2023-04-27 16:21:35
18,9,10743,Fridhemsplan,T-Centralen,2023-04-27 16:21:30,2023-04-27 16:30:30,2023-04-27 16:22:57,2023-04-27 16:31:19
19,9,10600,T-Centralen,Fridhemsplan,2023-04-27 16:16:00,2023-04-27 16:23:30,2023-04-27 16:16:00,2023-04-27 16:23:35
19,9,10166,Fridhemsplan,T-Centralen,2023-04-27 16:24:00,2023-04-27 16:33:00,2023-04-27 16:24:19,2023-04-27 16:33:00
10,9,30248,Fridhemsplan,T-Centralen,2023-04-27 16:23:30,2023-04-27 16:28:00,2023-04-27 16:24:09,2023-04-27 16:28:00
11,9,30506,T-Centralen,Fridhemsplan,2023-04-27 16:21:30,2023-04-27 16:24:30,2023-04-27 16:21:30,2023-04-27 16:25:06
19,9,10489,T-Centralen,Fridhemsplan,2023-04-27 16:18:00,2023-04-27 16:25:30,2023-04-27 16:18:00,2023-04-27 16:25:35
18,9,10744,Fridhemsplan,T-Centralen,2023-04-27 16:27:00,2023-04-27 16:36:00,2023-04-27 16:28:39,2023-04-27 16:36:33
17,9,11056,T-Centralen,Fridhemsplan,2023-04-27 16:20:00,2023-04-27 16:27:30,2023-04-27 16:20:00,2023-04-27 16:28:03
11,9,30079,Fridhemsplan,T-Centralen,2023-04-27 16:27:00,2023-04-27 16:31:30,2023-04-27 16:28:09,2023-04-27 16:32:00
10,9,30382,T-Centralen,Fridhemsplan,2023-04-27 16:25:00,2023-04-27 16:28:00,2023-04-27 16:25:00,2023-04-27 16:28:21
17,9,11303,Fridhemsplan,T-Centralen,2023-04-27 16:29:00,2023-04-27 16:38:00,2023-04-27 16:29:44,2023-04-27 16:38:11
18,9,10383,T-Centralen,Fridhemsplan,2023-04-27 16:22:30,2023-04-27 16:30:00,2023-04-27 16:22:30,2023-04-27 16:30:00
10,9,30249,Fridhemsplan,T-Centralen,2023-04-27 16:30:30,2023-04-27 16:35:00,2023-04-27 16:31:06,2023-04-27 16:35:00
19,9,10167,Fridhemsplan,T-Centralen,2023-04-27 16:31:30,2023-04-27 16:40:30,2023-04-27 16:31:41,2023-04-27 16:40:30
11,9,30507,T-Centralen,Fridhemsplan,2023-04-27 16:28:30,2023-04-27 16:31:30,2023-04-27 16:28:30,2023-04-27 16:32:06
19,9,10601,T-Centralen,Fridhemsplan,2023-04-27 16:25:00,2023-04-27 16:32:30,2023-04-27 16:25:00,2023-04-27 16:32:34
18,9,11193,Fridhemsplan,T-Centralen,2023-04-27 16:34:00,2023-04-27 16:43:00,2023-04-27 16:34:32,2023-04-27 16:45:07
11,9,30080,Fridhemsplan,T-Centralen,2023-04-27 16:34:00,2023-04-27 16:38:30,2023-04-27 16:34:33,2023-04-27 16:38:30
18,9,10384,T-Centralen,Fridhemsplan,2023-04-27 16:27:30,2023-04-27 16:35:00,2023-04-27 16:27:30,2023-04-27 16:35:00
10,9,30383,T-Centralen,Fridhemsplan,2023-04-27 16:32:00,2023-04-27 16:35:00,2023-04-27 16:32:00,2023-04-27 16:35:21
19,9,10745,Fridhemsplan,T-Centralen,2023-04-27 16:36:30,2023-04-27 16:45:30,2023-04-27 16:36:30,2023-04-27 16:46:34
17,9,11057,T-Centralen,Fridhemsplan,2023-04-27 16:30:00,2023-04-27 16:37:30,2023-04-27 16:30:00,2023-04-27 16:37:30
10,9,30250,Fridhemsplan,T-Centralen,2023-04-27 16:37:30,2023-04-27 16:42:00,2023-04-27 16:37:46,2023-04-27 16:42:00
17,9,11304,Fridhemsplan,T-Centralen,2023-04-27 16:39:00,2023-04-27 16:48:00,2023-04-27 16:39:05,2023-04-27 16:48:00
11,9,30508,T-Centralen,Fridhemsplan,2023-04-27 16:35:30,2023-04-27 16:38:30,2023-04-27 16:35:30,2023-04-27 16:39:06
19,9,10602,T-Centralen,Fridhemsplan,2023-04-27 16:32:30,2023-04-27 16:40:00,2023-04-27 16:32:30,2023-04-27 16:40:00
18,9,10168,Fridhemsplan,T-Centralen,2023-04-27 16:41:30,2023-04-27 16:50:30,2023-04-27 16:41:30,2023-04-27 16:50:30
11,9,30081,Fridhemsplan,T-Centralen,2023-04-27 16:41:00,2023-04-27 16:45:30,2023-04-27 16:41:00,2023-04-27 16:45:30
10,9,30384,T-Centralen,Fridhemsplan,2023-04-27 16:39:00,2023-04-27 16:42:00,2023-04-27 16:39:00,2023-04-27 16:42:21
18,9,10385,T-Centralen,Fridhemsplan,2023-04-27 16:35:00,2023-04-27 16:42:30,2023-04-27 16:35:00,2023-04-27 16:42:30
19,9,11162,Fridhemsplan,T-Centralen,2023-04-27 16:44:00,2023-04-27 16:53:00,2023-04-27 16:44:00,2023-04-27 16:53:00
19,9,10603,T-Centralen,Fridhemsplan,2023-04-27 16:37:30,2023-04-27 16:45:00,2023-04-27 16:37:30,2023-04-27 16:45:00
10,9,30251,Fridhemsplan,T-Centralen,2023-04-27 16:44:30,2023-04-27 16:49:00,2023-04-27 16:45:06,2023-04-27 16:49:00
11,9,30509,T-Centralen,Fridhemsplan,2023-04-27 16:42:30,2023-04-27 16:45:30,2023-04-27 16:42:30,2023-04-27 16:46:38
18,9,10746,Fridhemsplan,T-Centralen,2023-04-27 16:46:30,2023-04-27 16:55:30,2023-04-27 16:47:29,2023-04-27 16:56:02
17,9,11058,T-Centralen,Fridhemsplan,2023-04-27 16:40:00,2023-04-27 16:47:30,2023-04-27 16:40:00,2023-04-27 16:47:30
11,9,30082,Fridhemsplan,T-Centralen,2023-04-27 16:48:00,2023-04-27 16:52:30,2023-04-27 16:48:33,2023-04-27 16:52:30
17,9,11305,Fridhemsplan,T-Centralen,2023-04-27 16:49:00,2023-04-27 16:58:00,2023-04-27 16:49:05,2023-04-27 16:58:00
10,9,30385,T-Centralen,Fridhemsplan,2023-04-27 16:46:00,2023-04-27 16:49:00,2023-04-27 16:46:00,2023-04-27 16:49:21
18,9,10386,T-Centralen,Fridhemsplan,2023-04-27 16:42:30,2023-04-27 16:50:00,2023-04-27 16:42:30,2023-04-27 16:50:47
19,9,10169,Fridhemsplan,T-Centralen,2023-04-27 16:51:00,2023-04-27 17:00:00,2023-04-27 16:51:17,2023-04-27 17:00:00
10,9,30252,Fridhemsplan,T-Centralen,2023-04-27 16:51:30,2023-04-27 16:56:00,2023-04-27 16:52:28,2023-04-27 16:56:31
19,9,10604,T-Centralen,Fridhemsplan,2023-04-27 16:45:00,2023-04-27 16:52:30,2023-04-27 16:45:00,2023-04-27 16:52:40
18,9,11163,Fridhemsplan,T-Centralen,2023-04-27 16:53:00,2023-04-27 17:02:00,2023-04-27 16:53:04,2023-04-27 17:02:00
11,9,30510,T-Centralen,Fridhemsplan,2023-04-27 16:49:30,2023-04-27 16:52:30,2023-04-27 16:49:30,2023-04-27 16:53:06
19,9,10747,Fridhemsplan,T-Centralen,2023-04-27 16:55:00,2023-04-27 17:04:00,2023-04-27 16:55:32,2023-04-27 17:04:00
11,9,30083,Fridhemsplan,T-Centralen,2023-04-27 16:55:00,2023-04-27 16:59:30,2023-04-27 16:55:00,2023-04-27 16:59:30
18,9,10387,T-Centralen,Fridhemsplan,2023-04-27 16:47:30,2023-04-27 16:55:00,2023-04-27 16:47:30,2023-04-27 16:55:04
10,9,30386,T-Centralen,Fridhemsplan,2023-04-27 16:53:00,2023-04-27 16:56:00,2023-04-27 16:53:00,2023-04-27 16:56:06
18,9,10170,Fridhemsplan,T-Centralen,2023-04-27 16:57:00,2023-04-27 17:06:00,2023-04-27 16:57:08,2023-04-27 17:06:00
17,9,11059,T-Centralen,Fridhemsplan,2023-04-27 16:50:00,2023-04-27 16:57:30,2023-04-27 16:50:00,2023-04-27 16:57:32
17,9,11306,Fridhemsplan,T-Centralen,2023-04-27 16:59:00,2023-04-27 17:08:00,2023-04-27 16:59:05,2023-04-27 17:08:00
10,9,30253,Fridhemsplan,T-Centralen,2023-04-27 16:58:30,2023-04-27 17:03:00,2023-04-27 16:59:46,2023-04-27 17:03:15
19,9,10605,T-Centralen,Fridhemsplan,2023-04-27 16:52:30,2023-04-27 17:00:00,2023-04-27 16:52:30,2023-04-27 17:00:00
11,9,30511,T-Centralen,Fridhemsplan,2023-04-27 16:56:30,2023-04-27 16:59:30,2023-04-27 16:56:30,2023-04-27 17:00:06
19,9,10748,Fridhemsplan,T-Centralen,2023-04-27 17:01:00,2023-04-27 17:10:00,2023-04-27 17:01:00,2023-04-27 17:10:00
18,9,10388,T-Centralen,Fridhemsplan,2023-04-27 16:55:00,2023-04-27 17:02:30,2023-04-27 16:55:00,2023-04-27 17:02:33
11,9,30084,Fridhemsplan,T-Centralen,2023-04-27 17:02:00,2023-04-27 17:06:30,2023-04-27 17:03:57,2023-04-27 17:07:31
18,9,11164,Fridhemsplan,T-Centralen,2023-04-27 17:03:00,2023-04-27 17:12:00,2023-04-27 17:03:00,2023-04-27 17:12:00
10,9,30387,T-Centralen,Fridhemsplan,2023-04-27 17:00:00,2023-04-27 17:03:00,2023-04-27 17:00:00,2023-04-27 17:03:21
19,9,10606,T-Centralen,Fridhemsplan,2023-04-27 16:57:30,2023-04-27 17:05:00,2023-04-27 16:57:30,2023-04-27 17:05:00
19,9,10749,Fridhemsplan,T-Centralen,2023-04-27 17:05:00,2023-04-27 17:14:00,2023-04-27 17:05:38,2023-04-27 17:14:09
10,9,30254,Fridhemsplan,T-Centralen,2023-04-27 17:05:30,2023-04-27 17:10:00,2023-04-27 17:06:06,2023-04-27 17:10:00
18,9,10171,Fridhemsplan,T-Centralen,2023-04-27 17:07:00,2023-04-27 17:16:00,2023-04-27 17:07:20,2023-04-27 17:16:00
11,9,30512,T-Centralen,Fridhemsplan,2023-04-27 17:03:30,2023-04-27 17:06:30,2023-04-27 17:03:30,2023-04-27 17:07:06
17,9,11060,T-Centralen,Fridhemsplan,2023-04-27 17:00:00,2023-04-27 17:07:30,2023-04-27 17:00:00,2023-04-27 17:07:30
17,9,11307,Fridhemsplan,T-Centralen,2023-04-27 17:09:00,2023-04-27 17:18:00,2023-04-27 17:10:05,2023-04-27 17:18:00
11,9,30085,Fridhemsplan,T-Centralen,2023-04-27 17:09:00,2023-04-27 17:13:30,2023-04-27 17:09:00,2023-04-27 17:13:30
18,9,10389,T-Centralen,Fridhemsplan,2023-04-27 17:02:30,2023-04-27 17:10:00,2023-04-27 17:02:30,2023-04-27 17:10:34
10,9,30388,T-Centralen,Fridhemsplan,2023-04-27 17:07:00,2023-04-27 17:10:00,2023-04-27 17:07:29,2023-04-27 17:11:30
19,9,11165,Fridhemsplan,T-Centralen,2023-04-27 17:11:30,2023-04-27 17:20:30,2023-04-27 17:11:30,2023-04-27 17:20:30
19,9,10607,T-Centralen,Fridhemsplan,2023-04-27 17:05:00,2023-04-27 17:12:30,2023-04-27 17:05:00,2023-04-27 17:12:36
10,9,30255,Fridhemsplan,T-Centralen,2023-04-27 17:12:30,2023-04-27 17:17:00,2023-04-27 17:14:03,2023-04-27 17:17:41
11,9,30513,T-Centralen,Fridhemsplan,2023-04-27 17:10:30,2023-04-27 17:13:30,2023-04-27 17:11:00,2023-04-27 17:15:02
18,9,10750,Fridhemsplan,T-Centralen,2023-04-27 17:14:00,2023-04-27 17:23:00,2023-04-27 17:14:08,2023-04-27 17:23:00
