GroupOfLine,TransportMode,LineNumber,Destination,JourneyDirection,StopAreaName,StopAreaNumber,StopPointNumber,StopPointDesignation,TimeTabledDateTime,ExpectedDateTime,DisplayTime,JourneyNumber,Deviations,RequestTime,Station
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-05-07T16:39:15,2023-05-07T16:39:35,15 min,26359,,2023-05-07 16:24:13.080049,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:40:54,2023-05-07T16:40:54,16:40,28112,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:24:13.080049,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:42:00,2023-05-07T16:42:16,18 min,26157,,2023-05-07 16:24:13.080049,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:45:30,2023-05-07T16:45:39,21 min,26066,,2023-05-07 16:24:13.080049,Bergshamra
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Bergshamra,2241,2242,2,2023-05-07T16:45:45,2023-05-07T16:45:45,16:45,26360,,2023-05-07 16:24:13.080049,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-05-07T16:49:15,2023-05-07T16:49:15,16:49,26361,,2023-05-07 16:24:13.080049,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-05-07T16:52:00,2023-05-07T16:52:00,16:52,26158,,2023-05-07 16:24:13.080049,Bergshamra
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-05-07T16:18:33,2023-05-07T16:26:50,2 min,12141,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-05-07T16:27:08,2023-05-07T16:27:08,16:27,11623,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-05-07T16:28:33,2023-05-07T16:28:33,4 min,12051,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-05-07T16:28:15,2023-05-07T16:30:05,5 min,21549,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-05-07T16:39:33,2023-05-07T16:39:33,15 min,12143,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,176,Mörby station,1,Bergshamra bro,50388,50389,,2023-05-07T16:24:04,2023-05-07T16:41:10,16:24,12044,"[{'Text': 'Inställd pga bilköer', 'Consequence': 'CANCELLED', 'ImportanceLevel': 7}]",2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,177,Mörby station,1,Bergshamra bro,50388,50389,,2023-05-07T16:34:39,2023-05-07T16:41:35,17 min,12138,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-05-07T16:42:08,2023-05-07T16:42:08,16:42,11638,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-05-07T16:43:15,2023-05-07T16:43:24,19 min,21604,,2023-05-07 16:24:13.317059,Bergshamra bus
blåbuss,BUS,176,Mörby station,1,Bergshamra bro,50388,50389,,2023-05-07T16:44:39,2023-05-07T16:44:17,20 min,12046,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:24:13.317059,Bergshamra bus
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:25:30,2023-05-07T16:25:30,1 min,36282,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:25:30,2023-05-07T16:25:30,1 min,16670,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:24:30,2023-05-07T16:25:52,1 min,26065,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:26:30,2023-05-07T16:26:30,2 min,16563,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:27:30,2023-05-07T16:27:30,3 min,26354,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:27:30,2023-05-07T16:28:36,4 min,26504,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:29:00,2023-05-07T16:29:00,4 min,17104,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:27:00,2023-05-07T16:29:09,4 min,36058,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:29:54,2023-05-07T16:29:54,16:29,28112,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:30:00,2023-05-07T16:30:00,5 min,16347,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:30:30,2023-05-07T16:30:30,6 min,36384,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:31:00,2023-05-07T16:31:20,6 min,26355,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:31:00,2023-05-07T16:31:27,6 min,26157,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:32:00,2023-05-07T16:32:00,7 min,36177,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:32:00,2023-05-07T16:32:00,7 min,16151,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:33:00,2023-05-07T16:33:00,8 min,16951,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:34:00,2023-05-07T16:34:00,9 min,26619,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:34:30,2023-05-07T16:34:46,10 min,26066,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:35:30,2023-05-07T16:35:30,11 min,16671,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:35:30,2023-05-07T16:35:30,11 min,36283,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:36:30,2023-05-07T16:36:30,12 min,16564,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:37:00,2023-05-07T16:37:00,12 min,36059,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:37:30,2023-05-07T16:37:30,13 min,26356,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:37:30,2023-05-07T16:38:29,14 min,26505,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:39:00,2023-05-07T16:39:00,14 min,17105,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:40:00,2023-05-07T16:40:00,15 min,16348,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:40:30,2023-05-07T16:40:30,16 min,36385,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:41:00,2023-05-07T16:41:00,16 min,26357,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:41:00,2023-05-07T16:41:00,16:41,26158,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:42:00,2023-05-07T16:42:00,17 min,36178,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:42:00,2023-05-07T16:42:00,16:42,16152,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:43:00,2023-05-07T16:43:00,18 min,16952,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:44:00,2023-05-07T16:44:00,19 min,26620,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:44:30,2023-05-07T16:44:46,20 min,26067,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-05-07T16:45:30,2023-05-07T16:45:30,21 min,16672,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-05-07T16:45:30,2023-05-07T16:45:30,16:45,36284,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-05-07T16:46:30,2023-05-07T16:46:30,22 min,16565,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:47:00,2023-05-07T16:47:00,22 min,36060,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Liljeholmen,2,T-Centralen,1051,2052,2,2023-05-07T16:47:30,2023-05-07T16:47:30,23 min,26358,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-05-07T16:47:30,2023-05-07T16:48:15,23 min,26506,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-05-07T16:49:00,2023-05-07T16:49:00,24 min,17106,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-05-07T16:50:00,2023-05-07T16:50:00,25 min,16349,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-05-07T16:50:30,2023-05-07T16:50:30,16:50,36386,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-05-07T16:51:00,2023-05-07T16:51:00,26 min,26359,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-05-07T16:51:00,2023-05-07T16:51:00,16:51,26159,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-05-07T16:52:00,2023-05-07T16:52:00,27 min,36179,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-05-07T16:52:00,2023-05-07T16:52:00,16:52,16153,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans gröna linje,METRO,17,Åkeshov,1,T-Centralen,1051,2051,1,2023-05-07T16:53:00,2023-05-07T16:53:00,28 min,16953,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-05-07T16:54:00,2023-05-07T16:54:00,16:54,26621,,2023-05-07 16:24:28.949276,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:25:00,2023-05-07T16:25:44,1 min,26355,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:27:00,2023-05-07T16:27:04,2 min,26156,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:31:30,2023-05-07T16:31:32,7 min,26356,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:30:30,2023-05-07T16:31:49,7 min,26065,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:35:00,2023-05-07T16:35:02,10 min,26357,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:35:54,2023-05-07T16:35:54,16:35,28112,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:37:00,2023-05-07T16:37:08,12 min,26157,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-05-07T16:40:30,2023-05-07T16:40:30,16 min,26066,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Liljeholmen,2,Tekniska högskolan,2221,2222,2,2023-05-07T16:41:30,2023-05-07T16:41:32,17 min,26358,,2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,670,Vaxholm,1,Tekniska högskolan,60080,60083,F,2023-05-07T16:29:00,2023-05-07T16:29:00,16:29,11631,"[{'Text': 'Vägarbete i Engarn. Förändringar för flertalet linjer. Sök din resa i reseplaneraren. Detta gäller mellan 2023-04-03 till 2023-06-22.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 5}]",2023-05-07 16:24:29.216048,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-05-07T16:20:00,2023-05-07T16:29:22,4 min,8740,,2023-05-07 16:24:29.216048,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-05-07T16:05:00,2023-05-07T16:29:57,5 min,8739,,2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-05-07T16:29:00,2023-05-07T16:30:12,5 min,4568,,2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:28:00,2023-05-07T16:30:18,5 min,3931,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,676,Norrtälje,1,Tekniska högskolan,60080,60088,G,2023-05-07T16:35:00,2023-05-07T16:35:00,16:35,11635,,2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:36:00,2023-05-07T16:36:00,16:36,3932,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-05-07T16:36:00,2023-05-07T16:36:00,16:36,4637,,2023-05-07 16:24:29.216048,Tekniska högskolan
,BUS,67,Blockhusudden,1,Östra station,10194,10195,M,2023-05-07T16:37:00,2023-05-07T16:37:00,16:37,8801,,2023-05-07 16:24:29.216048,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-05-07T16:35:00,2023-05-07T16:38:16,13 min,8741,,2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T16:26:00,2023-05-07T16:38:45,14 min,3817,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-05-07T16:34:00,2023-05-07T16:41:09,16 min,3818,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-05-07T16:44:00,2023-05-07T16:44:00,16:44,3933,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 2}]",2023-05-07 16:24:29.216048,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-05-07T16:44:00,2023-05-07T16:44:00,16:44,4569,,2023-05-07 16:24:29.216048,Tekniska högskolan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-05-07T16:27:30,2023-05-07T16:27:55,3 min,36059,,2023-05-07 16:24:29.435543,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-05-07T16:29:30,2023-05-07T16:29:30,5 min,36383,,2023-05-07 16:24:29.435543,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-05-07T16:37:30,2023-05-07T16:37:55,13 min,36060,,2023-05-07 16:24:29.435543,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-05-07T16:39:30,2023-05-07T16:39:45,15 min,36384,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,506,Karolinska sjukhuset,2,Solna centrum,12506,12506,K,2023-05-07T16:25:00,2023-05-07T16:25:00,16:25,20195,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,509,Danderyds sjukhus,1,Solna centrum,12506,50722,B,2023-05-07T16:30:00,2023-05-07T16:30:00,16:30,20738,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,506,Hallonbergen,1,Solna centrum,12506,12507,L,2023-05-07T16:33:00,2023-05-07T16:33:00,16:33,20310,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-05-07T16:35:00,2023-05-07T16:35:00,16:35,20670,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,113,Blackebergs gård,2,Solna centrum,12506,50726,F,2023-05-07T16:38:00,2023-05-07T16:38:00,16:38,20856,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,512,Spånga station,2,Solna centrum,12506,50721,A,2023-05-07T16:40:00,2023-05-07T16:40:00,16:40,20671,,2023-05-07 16:24:29.435543,Solna Centrum
,BUS,502,Ulriksdals station,1,Solna centrum,12506,50726,F,2023-05-07T16:40:00,2023-05-07T16:40:00,16:40,20857,,2023-05-07 16:24:29.435543,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-05-07T16:28:00,2023-05-07T16:28:00,3 min,11538,,2023-05-07 16:24:29.435543,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:30:00,2023-05-07T16:30:00,16:30,21628,,2023-05-07 16:24:29.435543,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-05-07T16:38:00,2023-05-07T16:38:00,13 min,11548,,2023-05-07 16:24:29.435543,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-05-07T16:40:00,2023-05-07T16:40:00,16:40,21638,,2023-05-07 16:24:29.435543,Solna Centrum
blåbuss,BUS,176,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T16:12:08,2023-05-07T16:31:43,16:12,12044,"[{'Text': 'Inställd pga bilköer', 'Consequence': 'CANCELLED', 'ImportanceLevel': 7}]",2023-05-07 16:24:29.685426,Solna Bus
blåbuss,BUS,177,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T16:22:08,2023-05-07T16:31:57,7 min,12138,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:24:29.685426,Solna Bus
blåbuss,BUS,176,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T16:32:08,2023-05-07T16:35:05,10 min,12046,"[{'Text': 'Försenad pga framkomlighetsproblem.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-05-07 16:24:29.685426,Solna Bus
blåbuss,BUS,177,Skärvik,2,Solna centrum norra,50195,50196,,2023-05-07T16:28:53,2023-05-07T16:37:34,13 min,12141,,2023-05-07 16:24:29.685426,Solna Bus
blåbuss,BUS,176,Stenhamra,2,Solna centrum norra,50195,50196,,2023-05-07T16:38:53,2023-05-07T16:38:53,14 min,12051,,2023-05-07 16:24:29.685426,Solna Bus
,BUS,502,Ulriksdals station,1,Solna centrum norra,50195,50195,,2023-05-07T16:41:39,2023-05-07T16:41:39,16:41,20857,,2023-05-07 16:24:29.685426,Solna Bus
blåbuss,BUS,177,Mörby station,1,Solna centrum norra,50195,50195,,2023-05-07T16:42:08,2023-05-07T16:43:05,18 min,12140,,2023-05-07 16:24:29.685426,Solna Bus
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-05-07T16:23:30,2023-05-07T16:23:39,Nu,36383,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Fridhemsplan,1151,1151,1,2023-05-07T16:24:00,2023-05-07T16:25:13,Nu,16562,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:23:00,2023-05-07T16:26:05,1 min,36058,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-05-07T16:27:15,2023-05-07T16:27:18,2 min,16671,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-05-07T16:27:30,2023-05-07T16:27:48,3 min,16346,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:28:00,2023-05-07T16:28:10,3 min,36177,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-05-07T16:28:30,2023-05-07T16:28:45,4 min,36282,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-05-07T16:30:30,2023-05-07T16:30:38,6 min,16950,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-05-07T16:30:45,2023-05-07T16:30:50,6 min,17105,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-05-07T16:33:45,2023-05-07T16:33:45,16:33,16152,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:33:00,2023-05-07T16:33:52,9 min,36059,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Alvik,1,Fridhemsplan,1151,1151,1,2023-05-07T16:34:00,2023-05-07T16:34:02,9 min,16563,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-05-07T16:33:30,2023-05-07T16:34:04,9 min,36384,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-05-07T16:37:15,2023-05-07T16:37:18,12 min,16672,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-05-07T16:37:30,2023-05-07T16:37:45,13 min,16347,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-05-07T16:38:00,2023-05-07T16:38:32,14 min,36178,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-05-07T16:38:30,2023-05-07T16:38:45,14 min,36283,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Åkeshov,1,Fridhemsplan,1151,1151,1,2023-05-07T16:40:30,2023-05-07T16:40:38,16 min,16951,,2023-05-07 16:24:29.981890,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-05-07T16:40:45,2023-05-07T16:40:50,16 min,17106,,2023-05-07 16:24:29.981890,Friedhemsplan
