GroupOfLine,TransportMode,LineNumber,Destination,JourneyDirection,StopAreaName,StopAreaNumber,StopPointNumber,StopPointDesignation,TimeTabledDateTime,ExpectedDateTime,DisplayTime,JourneyNumber,Deviations,RequestTime,Station
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T09:00:00,2023-04-23T09:00:00,09:00,20858,,2023-04-23 08:40:49.487293,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:43:00,2023-04-23T08:43:20,2 min,36012,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T08:43:30,2023-04-23T08:43:57,3 min,36337,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T08:45:15,2023-04-23T08:45:15,4 min,16626,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T08:45:30,2023-04-23T08:45:30,08:45,16300,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T08:43:30,2023-04-23T08:45:50,5 min,80040,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T08:48:30,2023-04-23T08:48:30,7 min,36236,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:48:00,2023-04-23T08:48:41,7 min,36131,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-04-23T08:52:45,2023-04-23T08:52:45,08:52,16107,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:53:00,2023-04-23T08:53:31,12 min,36013,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-04-23T08:52:30,2023-04-23T08:53:40,12 min,16905,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T08:53:30,2023-04-23T08:53:57,13 min,36338,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T08:56:45,2023-04-23T08:57:02,16 min,17023,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:58:00,2023-04-23T08:58:34,17 min,36132,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T08:58:30,2023-04-23T08:58:53,18 min,16301,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T08:58:30,2023-04-23T08:58:56,18 min,36237,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-04-23T08:59:45,2023-04-23T08:59:45,18 min,16627,,2023-04-23 08:40:49.656838,Friedhemsplan
,BUS,61,Ruddammen,2,Fridhemsplan,10369,10747,A,2023-04-23T08:42:00,2023-04-23T08:43:43,2 min,7406,,2023-04-23 08:40:49.656838,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-04-23T08:53:00,2023-04-23T08:53:49,12 min,3770,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:40:49.656838,Friedhemsplan
blåbuss,BUS,4,Gullmarsplan,1,Fridhemsplan,10369,10908,F,2023-04-23T08:54:00,2023-04-23T08:54:49,13 min,3881,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:40:49.656838,Friedhemsplan
,BUS,54,Hjorthagen,1,Fridhemsplan,10369,10747,A,2023-04-23T08:55:00,2023-04-23T08:55:00,08:55,6141,,2023-04-23 08:40:49.656838,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T08:55:00,2023-04-23T08:55:00,08:55,993,,2023-04-23 08:40:49.656838,Friedhemsplan
,BUS,61,Hornsberg,1,Fridhemsplan,10369,10641,E,2023-04-23T08:58:00,2023-04-23T08:58:00,17 min,7452,,2023-04-23 08:40:49.656838,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T08:40:00,,-,992,,2023-04-23 08:40:49.656838,Friedhemsplan
,BUS,56,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T08:46:00,,-,6673,,2023-04-23 08:40:49.656838,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T08:47:00,,-,1084,,2023-04-23 08:40:49.656838,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Gullmarsplan,1,Globen,1611,1611,1,2023-04-23T08:45:30,2023-04-23T08:45:35,4 min,16518,,2023-04-23 08:40:49.903180,Globen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Globen,1611,1612,2,2023-04-23T08:49:00,2023-04-23T08:49:00,08:49,16486,,2023-04-23 08:40:49.903180,Globen
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-04-23T08:55:30,2023-04-23T08:55:30,14 min,16519,,2023-04-23 08:40:49.903180,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T08:46:30,2023-04-23T08:46:30,5 min,20822,,2023-04-23 08:40:49.903180,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T08:53:30,2023-04-23T08:53:30,12 min,20813,,2023-04-23 08:40:49.903180,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-04-23T08:54:00,2023-04-23T08:54:00,08:54,10843,,2023-04-23 08:40:49.903180,Globen
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T08:48:45,2023-04-23T08:49:04,8 min,26279,,2023-04-23 08:40:50.092675,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T08:49:00,2023-04-23T08:49:39,8 min,26019,,2023-04-23 08:40:50.092675,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T08:58:00,2023-04-23T08:58:00,08:58,26280,,2023-04-23 08:40:50.092675,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T09:04:00,2023-04-23T09:04:49,23 min,26020,,2023-04-23 08:40:50.092675,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T09:08:15,2023-04-23T09:08:15,09:08,26281,,2023-04-23 08:40:50.092675,Bergshamra
blåbuss,BUS,178,Mörby station,2,Bergshamra bro,50388,50389,,2023-04-23T08:39:32,2023-04-23T08:40:56,Nu,20804,,2023-04-23 08:40:50.258231,Bergshamra bus
blåbuss,BUS,177,Skärvik,2,Bergshamra bro,50388,50388,,2023-04-23T08:42:18,2023-04-23T08:43:40,2 min,12098,,2023-04-23 08:40:50.258231,Bergshamra bus
blåbuss,BUS,178,Jakobsbergs station,1,Bergshamra bro,50388,50388,,2023-04-23T08:44:58,2023-04-23T08:44:58,4 min,10841,,2023-04-23 08:40:50.258231,Bergshamra bus
blåbuss,BUS,176,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T08:44:30,2023-04-23T08:48:02,7 min,12004,,2023-04-23 08:40:50.258231,Bergshamra bus
blåbuss,BUS,176,Stenhamra,2,Bergshamra bro,50388,50388,,2023-04-23T08:57:18,2023-04-23T08:57:50,16 min,12008,,2023-04-23 08:40:50.258231,Bergshamra bus
blåbuss,BUS,177,Mörby station,1,Bergshamra bro,50388,50389,,2023-04-23T09:00:30,2023-04-23T09:00:06,19 min,12097,,2023-04-23 08:40:50.258231,Bergshamra bus
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T08:45:30,2023-04-23T08:45:30,4 min,36236,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T08:46:00,2023-04-23T08:46:01,4 min,16106,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,17,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T08:45:00,2023-04-23T08:46:03,4 min,16905,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T08:47:00,2023-04-23T08:47:00,5 min,36012,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T08:46:00,2023-04-23T08:47:09,6 min,26278,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T08:46:00,2023-04-23T08:47:10,6 min,26458,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T08:50:30,2023-04-23T08:50:30,9 min,36338,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,18,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T08:51:00,2023-04-23T08:51:03,9 min,16301,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T08:52:00,2023-04-23T08:52:00,10 min,36131,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T08:53:00,2023-04-23T08:53:00,11 min,16626,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T08:53:00,2023-04-23T08:53:00,11 min,26573,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T08:53:00,2023-04-23T08:53:43,12 min,26020,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T08:55:30,2023-04-23T08:55:30,14 min,36237,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T08:57:00,2023-04-23T08:57:00,15 min,36013,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,17,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T08:58:00,2023-04-23T08:58:04,16 min,16906,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T09:00:00,2023-04-23T09:00:00,18 min,26279,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T09:00:30,2023-04-23T09:00:30,19 min,36339,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,18,Odenplan,1,T-Centralen,1051,2051,1,2023-04-23T09:01:00,2023-04-23T09:01:00,19 min,16302,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,18,Farsta strand,2,T-Centralen,1051,1052,4,2023-04-23T09:01:00,2023-04-23T09:01:00,09:01,16107,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T09:01:00,2023-04-23T09:01:56,20 min,26459,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T09:02:00,2023-04-23T09:02:00,20 min,36132,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,14,Mörby centrum,1,T-Centralen,1051,1051,3,2023-04-23T09:04:00,2023-04-23T09:04:17,23 min,26021,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,13,Norsborg,2,T-Centralen,1051,2052,2,2023-04-23T09:04:30,2023-04-23T09:04:30,09:04,26574,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,T-Centralen,1051,1052,4,2023-04-23T09:05:00,2023-04-23T09:05:01,23 min,17023,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,10,Hjulsta,1,T-Centralen,1051,3051,5,2023-04-23T09:05:30,2023-04-23T09:05:30,09:05,36238,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,19,Alvik,1,T-Centralen,1051,2051,1,2023-04-23T09:06:30,2023-04-23T09:06:34,25 min,16519,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,T-Centralen,1051,3052,6,2023-04-23T09:07:00,2023-04-23T09:07:00,25 min,36014,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,13,Ropsten,1,T-Centralen,1051,1051,3,2023-04-23T09:07:30,2023-04-23T09:07:30,09:07,26124,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,T-Centralen,1051,1052,4,2023-04-23T09:08:00,2023-04-23T09:08:00,26 min,16627,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,T-Centralen,1051,2052,2,2023-04-23T09:09:30,2023-04-23T09:09:30,09:09,26280,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans gröna linje,METRO,18,Hässelby strand,1,T-Centralen,1051,2051,1,2023-04-23T09:10:00,2023-04-23T09:10:00,28 min,16303,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans blå linje,METRO,11,Akalla,1,T-Centralen,1051,3051,5,2023-04-23T09:10:30,2023-04-23T09:10:30,09:10,36340,,2023-04-23 08:41:05.707170,T-Centralen
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-04-23T08:40:15,2023-04-23T08:40:51,Nu,26278,,2023-04-23 08:41:05.868892,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T08:44:00,2023-04-23T08:44:14,3 min,26019,,2023-04-23 08:41:05.868892,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Fruängen,2,Tekniska högskolan,2221,2222,2,2023-04-23T08:54:15,2023-04-23T08:54:18,13 min,26279,,2023-04-23 08:41:05.868892,Tekniska högskolan
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Tekniska högskolan,2221,2221,1,2023-04-23T08:59:00,2023-04-23T08:59:41,18 min,26020,,2023-04-23 08:41:05.868892,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-04-23T08:42:00,2023-04-23T08:43:05,1 min,3881,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:41:05.868892,Tekniska högskolan
blåbuss,BUS,670,Vaxholm,1,Tekniska högskolan,60080,60083,F,2023-04-23T08:49:00,2023-04-23T08:49:00,08:49,10851,"[{'Text': 'Vägarbete i Engarn. Förändringar för flertalet linjer. Sök din resa i reseplaneraren. Detta gäller mellan 2023-04-03 till 2023-06-22.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 5}]",2023-04-23 08:41:05.868892,Tekniska högskolan
blåbuss,BUS,4,Radiohuset,2,Östra station,10194,10195,M,2023-04-23T08:48:00,2023-04-23T08:50:11,9 min,3769,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:41:05.868892,Tekniska högskolan
,BUS,67,Odenplan,2,Östra station,10194,10194,A,2023-04-23T08:50:00,2023-04-23T08:50:57,9 min,8714,,2023-04-23 08:41:05.868892,Tekniska högskolan
blåbuss,BUS,6,Ropsten,1,Östra station,10194,10195,M,2023-04-23T08:56:00,2023-04-23T08:56:00,08:56,4539,,2023-04-23 08:41:05.868892,Tekniska högskolan
blåbuss,BUS,4,Gullmarsplan,1,Östra station,10194,10317,B,2023-04-23T08:57:00,2023-04-23T08:57:00,08:57,3882,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:41:05.868892,Tekniska högskolan
blåbuss,BUS,6,Karolinska institutet,2,Östra station,10194,10317,B,2023-04-23T08:58:00,2023-04-23T08:58:00,08:58,4607,,2023-04-23 08:41:05.868892,Tekniska högskolan
,BUS,639,Hallstavik,1,Tekniska högskolan,60080,60082,D,2023-04-23T09:00:00,2023-04-23T09:00:00,18 min,10900,,2023-04-23 08:41:05.868892,Tekniska högskolan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-04-23T08:47:45,2023-04-23T08:48:03,6 min,36013,,2023-04-23 08:41:06.261819,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-04-23T08:49:15,2023-04-23T08:49:17,8 min,36337,,2023-04-23 08:41:06.261819,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Solna centrum,3211,3212,2,2023-04-23T08:57:45,2023-04-23T08:57:45,16 min,36014,,2023-04-23 08:41:06.261819,Solna Centrum
tunnelbanans blå linje,METRO,11,Akalla,1,Solna centrum,3211,3211,1,2023-04-23T08:59:15,2023-04-23T08:59:17,18 min,36338,,2023-04-23 08:41:06.261819,Solna Centrum
,BUS,113,Blackebergs gård,2,Solna centrum,12506,50726,F,2023-04-23T08:41:00,2023-04-23T08:41:00,08:41,20807,,2023-04-23 08:41:06.261819,Solna Centrum
,BUS,512,Spånga station,2,Solna centrum,12506,50721,A,2023-04-23T08:44:00,2023-04-23T08:44:00,2 min,20625,,2023-04-23 08:41:06.261819,Solna Centrum
,BUS,509,Danderyds sjukhus,1,Solna centrum,12506,50722,B,2023-04-23T08:46:00,2023-04-23T08:46:00,4 min,20710,,2023-04-23 08:41:06.261819,Solna Centrum
,BUS,513,Hagalund,1,Solna centrum,12506,50725,E,2023-04-23T08:47:00,2023-04-23T08:47:00,08:47,20767,,2023-04-23 08:41:06.261819,Solna Centrum
,BUS,506,Karolinska sjukhuset,2,Solna centrum,12506,12506,K,2023-04-23T08:53:00,2023-04-23T08:53:00,11 min,20180,,2023-04-23 08:41:06.261819,Solna Centrum
,BUS,129,Brommaplan,2,Solna centrum,12506,50721,A,2023-04-23T08:56:00,2023-04-23T08:56:00,08:56,20626,,2023-04-23 08:41:06.261819,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T08:45:00,2023-04-23T08:45:00,08:45,20843,,2023-04-23 08:41:06.261819,Solna Centrum
Tvärbanan,TRAM,30,Solna station,1,Solna centrum,4547,4547,3,2023-04-23T08:48:00,2023-04-23T08:48:00,6 min,10758,,2023-04-23 08:41:06.261819,Solna Centrum
Tvärbanan,TRAM,30,Sickla,2,Solna centrum,4547,4548,4,2023-04-23T09:00:00,2023-04-23T09:00:00,09:00,20858,,2023-04-23 08:41:06.261819,Solna Centrum
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:43:00,2023-04-23T08:43:20,2 min,36012,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T08:43:30,2023-04-23T08:43:57,2 min,36337,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T08:45:15,2023-04-23T08:45:15,4 min,16626,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T08:45:30,2023-04-23T08:45:30,08:45,16300,"[{'Text': 'Inställd', 'Consequence': 'CANCELLED', 'ImportanceLevel': 0}]",2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T08:43:30,2023-04-23T08:45:50,4 min,80040,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T08:48:30,2023-04-23T08:48:30,7 min,36236,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:48:00,2023-04-23T08:48:41,7 min,36131,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Farsta strand,2,Fridhemsplan,1151,1152,2,2023-04-23T08:52:45,2023-04-23T08:52:45,08:52,16107,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Hässelby strand,1,Fridhemsplan,1151,1151,1,2023-04-23T08:52:30,2023-04-23T08:53:29,12 min,16905,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,11,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:53:00,2023-04-23T08:53:31,12 min,36013,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,11,Akalla,1,Fridhemsplan,1151,3151,3,2023-04-23T08:53:30,2023-04-23T08:53:57,12 min,36338,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,17,Skarpnäck,2,Fridhemsplan,1151,1152,2,2023-04-23T08:56:45,2023-04-23T08:57:02,15 min,17023,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,10,Kungsträdgården,2,Fridhemsplan,1151,3152,4,2023-04-23T08:58:00,2023-04-23T08:58:34,17 min,36132,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,18,Alvik,1,Fridhemsplan,1151,1151,1,2023-04-23T08:58:30,2023-04-23T08:58:53,17 min,16301,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans blå linje,METRO,10,Hjulsta,1,Fridhemsplan,1151,3151,3,2023-04-23T08:58:30,2023-04-23T08:58:56,17 min,36237,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Fridhemsplan,1151,1152,2,2023-04-23T08:59:45,2023-04-23T08:59:45,18 min,16627,,2023-04-23 08:41:06.608697,Friedhemsplan
,BUS,61,Ruddammen,2,Fridhemsplan,10369,10747,A,2023-04-23T08:42:00,2023-04-23T08:43:43,2 min,7406,,2023-04-23 08:41:06.608697,Friedhemsplan
blåbuss,BUS,4,Radiohuset,2,Fridhemsplan,10369,10369,B,2023-04-23T08:53:00,2023-04-23T08:53:49,12 min,3770,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:41:06.608697,Friedhemsplan
blåbuss,BUS,4,Gullmarsplan,1,Fridhemsplan,10369,10908,F,2023-04-23T08:54:00,2023-04-23T08:54:49,13 min,3881,"[{'Text': 'Hållplats Jungfrugatan, Mariebergsgatan och Högalidsgatan är indragna.', 'Consequence': 'INFORMATION', 'ImportanceLevel': 7}]",2023-04-23 08:41:06.608697,Friedhemsplan
,BUS,54,Hjorthagen,1,Fridhemsplan,10369,10747,A,2023-04-23T08:55:00,2023-04-23T08:55:00,08:55,6141,,2023-04-23 08:41:06.608697,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T08:55:00,2023-04-23T08:55:00,08:55,993,,2023-04-23 08:41:06.608697,Friedhemsplan
,BUS,61,Hornsberg,1,Fridhemsplan,10369,10641,E,2023-04-23T08:58:00,2023-04-23T08:58:00,16 min,7452,,2023-04-23 08:41:06.608697,Friedhemsplan
blåbuss,BUS,1,Frihamnen,2,Fridhemsplan,10369,10742,G,2023-04-23T08:40:00,,-,992,,2023-04-23 08:41:06.608697,Friedhemsplan
,BUS,56,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T08:46:00,,-,6673,,2023-04-23 08:41:06.608697,Friedhemsplan
blåbuss,BUS,1,Stora Essingen,1,Fridhemsplan,10369,10745,H,2023-04-23T08:47:00,,-,1084,,2023-04-23 08:41:06.608697,Friedhemsplan
tunnelbanans gröna linje,METRO,19,Gullmarsplan,1,Globen,1611,1611,1,2023-04-23T08:45:30,2023-04-23T08:45:35,4 min,16518,,2023-04-23 08:41:06.796846,Globen
tunnelbanans gröna linje,METRO,19,Hagsätra,2,Globen,1611,1612,2,2023-04-23T08:49:00,2023-04-23T08:49:00,08:49,16486,,2023-04-23 08:41:06.796846,Globen
tunnelbanans gröna linje,METRO,19,Alvik,1,Globen,1611,1611,1,2023-04-23T08:55:30,2023-04-23T08:55:30,14 min,16519,,2023-04-23 08:41:06.796846,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T08:46:30,2023-04-23T08:46:30,5 min,20822,,2023-04-23 08:41:06.796846,Globen
Tvärbanan,TRAM,30,Sickla,2,Globen,4503,4504,4,2023-04-23T08:53:30,2023-04-23T08:53:30,12 min,20813,,2023-04-23 08:41:06.796846,Globen
Tvärbanan,TRAM,30,Solna station,1,Globen,4503,4503,3,2023-04-23T08:54:00,2023-04-23T08:54:00,08:54,10843,,2023-04-23 08:41:06.796846,Globen
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T08:48:45,2023-04-23T08:49:04,7 min,26279,,2023-04-23 08:41:06.935833,Bergshamra
tunnelbanans röda linje,METRO,14,Mörby centrum,1,Bergshamra,2241,2241,1,2023-04-23T08:49:00,2023-04-23T08:49:39,8 min,26019,,2023-04-23 08:41:06.935833,Bergshamra
tunnelbanans röda linje,METRO,14,Fruängen,2,Bergshamra,2241,2242,2,2023-04-23T08:58:00,2023-04-23T08:58:00,08:58,26280,,2023-04-23 08:41:06.935833,Bergshamra
